Date,Open,High,Low,Close,Adj Close,Volume,Day,Month,Quarter,Year
05-Feb-19,747,759.950012,747,754.849976,663.565857,4694366,5,2,1,2019
06-Feb-19,755.549988,766.950012,754.349976,763.299988,670.994019,5880482,6,2,1,2019
07-Feb-19,763.049988,769.450012,761,764,671.609314,3961797,7,2,1,2019
08-Feb-19,760,772.25,754.900024,760.900024,668.884277,5915169,8,2,1,2019
11-Feb-19,766.900024,768.75,759,762.799988,670.554565,5500216,11,2,1,2019
12-Feb-19,760.349976,760.349976,741,750.450012,659.698059,7310690,12,2,1,2019
14-Feb-19,751,753,737.25,740.049988,650.555603,4610535,14,2,1,2019
15-Feb-19,742.299988,746.5,732.599976,741.950012,652.225952,5586389,15,2,1,2019
18-Feb-19,742.349976,747.650024,736,741.049988,651.434692,5346825,18,2,1,2019
19-Feb-19,739.099976,740.549988,721.299988,724.299988,636.710266,9401334,19,2,1,2019
20-Feb-19,727,743,726.049988,740.700012,651.127075,5210675,20,2,1,2019
21-Feb-19,738,738,727.099976,733.450012,644.753845,7202786,21,2,1,2019
22-Feb-19,732.5,738.200012,728,734.950012,646.07251,3750833,22,2,1,2019
25-Feb-19,735.549988,758,735.549988,754.900024,663.609863,6547552,25,2,1,2019
26-Feb-19,748.599976,752.599976,740.150024,742.5,652.709412,8319610,26,2,1,2019
27-Feb-19,745,746.400024,732.75,735.25,646.336243,5936354,27,2,1,2019
28-Feb-19,738.700012,742.400024,732.299988,734.299988,645.500977,8559921,28,2,1,2019
01-Mar-19,735.5,743.400024,735.5,741.900024,652.181946,3998826,1,3,1,2019
05-Mar-19,740.5,742.5,730.25,732.5,643.918701,4826505,5,3,1,2019
06-Mar-19,736.099976,736.099976,727,732.5,643.918701,6076668,6,3,1,2019
07-Mar-19,734,734.5,720.549988,722.950012,635.52356,5951551,7,3,1,2019
08-Mar-19,722.950012,722.950012,710.650024,712.349976,626.205505,7193994,8,3,1,2019
11-Mar-19,713.299988,718.5,709.400024,711.25,625.238403,9932198,11,3,1,2019
12-Mar-19,709,714.950012,705.599976,706.950012,621.458435,11997387,12,3,1,2019
13-Mar-19,710,718.599976,706.299988,708.450012,622.777039,11348867,13,3,1,2019
14-Mar-19,714,714.900024,706.200012,708.349976,622.689148,6415187,14,3,1,2019
15-Mar-19,712,723.75,709.599976,718.549988,631.655701,14638664,15,3,1,2019
18-Mar-19,721.549988,723.700012,705.349976,710.200012,624.315552,8065544,18,3,1,2019
19-Mar-19,712.799988,726.5,707.400024,722.25,634.908264,8917337,19,3,1,2019
20-Mar-19,727.25,742.299988,727.150024,738.950012,649.588684,13471173,20,3,1,2019
22-Mar-19,745,746.349976,732.299988,743.099976,653.236877,8883260,22,3,1,2019
25-Mar-19,742.400024,742.400024,730.549988,735.25,646.336243,7644966,25,3,1,2019
26-Mar-19,735.25,735.25,719.099976,727.75,639.743042,9406261,26,3,1,2019
27-Mar-19,730,732.299988,727.150024,729.700012,641.457275,7387487,27,3,1,2019
28-Mar-19,730,745,730,737.799988,648.57782,9277241,28,3,1,2019
01-Apr-19,742,760,742,755.099976,663.785706,6584982,1,4,2,2019
02-Apr-19,759,765.799988,754.599976,759.400024,667.565674,7283600,2,4,2,2019
03-Apr-19,756,758.5,746.799988,753.299988,662.203308,6897127,3,4,2,2019
04-Apr-19,751.400024,753.799988,745.099976,747.900024,657.456299,7688525,4,4,2,2019
05-Apr-19,750.900024,760.950012,748,759.299988,667.477783,6276040,5,4,2,2019
08-Apr-19,763.049988,770,755.400024,767.25,674.46637,4919911,8,4,2,2019
09-Apr-19,770,773,758.200012,760.599976,668.620667,6730692,9,4,2,2019
10-Apr-19,764,766.700012,751.299988,752.700012,661.675903,7031088,10,4,2,2019
11-Apr-19,751.75,751.75,740.049988,742.700012,652.885193,8200995,11,4,2,2019
12-Apr-19,743.099976,751.549988,740.599976,747.75,657.324463,7043212,12,4,2,2019
15-Apr-19,724.700012,731.349976,712.599976,727.5,639.523315,31574803,15,4,2,2019
16-Apr-19,727.900024,727.900024,714.099976,724.099976,636.534424,12524411,16,4,2,2019
18-Apr-19,722.5,722.5,712.75,717.049988,630.337036,13801105,18,4,2,2019
22-Apr-19,717.049988,725.75,715,721.049988,633.853333,6455426,22,4,2,2019
23-Apr-19,723.900024,730,718.400024,728.200012,640.138672,5516668,23,4,2,2019
24-Apr-19,728.200012,737.900024,724,736.450012,647.390991,8285120,24,4,2,2019
25-Apr-19,736.450012,737.650024,727.049988,728.549988,640.446289,8005235,25,4,2,2019
26-Apr-19,731,739.799988,729,738,648.753601,6895168,26,4,2,2019
30-Apr-19,738,753.799988,738,751.349976,660.489197,9920046,30,4,2,2019
02-May-19,747,748.400024,729.5,730.799988,642.424316,6351352,2,5,2,2019
03-May-19,722.900024,731,718.200012,723.599976,636.09491,6348116,3,5,2,2019
06-May-19,715,721.799988,710.650024,718.400024,631.523926,8858265,6,5,2,2019
07-May-19,720.400024,727.900024,718.700012,724.549988,636.930115,5747536,7,5,2,2019
08-May-19,721,726,716.5,719.349976,632.358948,6247642,8,5,2,2019
09-May-19,719.150024,730.299988,715.799988,721.049988,633.853333,7396525,9,5,2,2019
10-May-19,720.799988,726,715,716.849976,630.161194,8352335,10,5,2,2019
13-May-19,716.549988,726.450012,712.099976,719.700012,632.666565,6808993,13,5,2,2019
14-May-19,716.5,717.75,703.599976,713.849976,627.523987,10513001,14,5,2,2019
15-May-19,714.900024,725.200012,712.599976,716.099976,629.501892,6668929,15,5,2,2019
16-May-19,720,737,719.099976,733.099976,644.446167,6468556,16,5,2,2019
17-May-19,733.150024,735.799988,720.099976,723.900024,636.358704,8155948,17,5,2,2019
20-May-19,719.700012,726.400024,706,722.400024,635.0401,11213708,20,5,2,2019
21-May-19,722.650024,722.650024,707.700012,709.299988,623.524292,8645535,21,5,2,2019
22-May-19,710,718.25,707,709.75,623.9198,5795713,22,5,2,2019
23-May-19,715,716.700012,697.450012,701.049988,616.271973,7233736,23,5,2,2019
24-May-19,703.799988,711.75,700.450012,709.200012,623.43634,7016424,24,5,2,2019
27-May-19,707.400024,713.799988,705.5,708.099976,622.469299,10247544,27,5,2,2019
28-May-19,712,733.450012,709.799988,728.099976,640.050659,23860490,28,5,2,2019
29-May-19,725.5,733.650024,723.650024,727.799988,639.786987,10293077,29,5,2,2019
30-May-19,727,737.25,722.549988,733.549988,644.841675,15089296,30,5,2,2019
31-May-19,736.5,742.950012,733.200012,737.75,648.533813,8290306,31,5,2,2019
03-Jun-19,729.799988,750.900024,729,744.650024,654.599304,7744761,3,6,2,2019
04-Jun-19,737.25,739.450012,733.150024,735.299988,646.380066,11733702,4,6,2,2019
06-Jun-19,736.5,744.650024,733.650024,735.599976,646.643738,7563925,6,6,2,2019
07-Jun-19,735.849976,743.950012,735.849976,739.099976,649.720581,3218358,7,6,2,2019
10-Jun-19,740.099976,754.099976,740.099976,753.5,662.37915,4435148,10,6,2,2019
11-Jun-19,755,759,750.5,754.900024,663.609863,5733127,11,6,2,2019
12-Jun-19,756.950012,756.950012,745,753.799988,662.642883,8738342,12,6,2,2019
13-Jun-19,740,747.200012,740,742.650024,662.063416,4808577,13,6,2,2019
14-Jun-19,743.849976,745.5,738.25,740.450012,660.102112,5556353,14,6,2,2019
17-Jun-19,743,744.5,737.799988,740.549988,660.191223,3085588,17,6,2,2019
18-Jun-19,740.200012,752.450012,740.200012,750.150024,668.749573,6202838,18,6,2,2019
19-Jun-19,752.5,755.400024,748.599976,751.900024,670.309631,4596253,19,6,2,2019
20-Jun-19,737.799988,756.900024,735.900024,754.900024,672.984253,7148684,20,6,2,2019
21-Jun-19,755,755,747.150024,750.200012,668.794128,13200318,21,6,2,2019
24-Jun-19,751.900024,751.900024,742.650024,745.5,664.604187,4758178,24,6,2,2019
25-Jun-19,744,750.900024,737.299988,748.099976,666.921997,3677911,25,6,2,2019
26-Jun-19,743,751.450012,738,739.200012,658.987732,5447130,26,6,2,2019
27-Jun-19,742,744.700012,728.150024,730.549988,651.276428,11122346,27,6,2,2019
28-Jun-19,735.5,739.5,728.5,732,652.569031,5919494,28,6,2,2019
01-Jul-19,735,737.5,729.849976,731.299988,651.944946,3224968,1,7,3,2019
02-Jul-19,734,741.650024,730.099976,740,659.700989,4837606,2,7,3,2019
03-Jul-19,741,743.200012,730,731.299988,651.944946,5958379,3,7,3,2019
04-Jul-19,729,736.400024,728.599976,733.799988,654.173706,3274064,4,7,3,2019
05-Jul-19,735,736.400024,713.5,718,640.088257,4926289,5,7,3,2019
08-Jul-19,716.450012,724.950012,712.299988,717.599976,639.731567,7177092,8,7,3,2019
09-Jul-19,718,719.849976,709.049988,715.5,637.859497,5022638,9,7,3,2019
10-Jul-19,709,722.700012,706.5,717.25,639.419556,7573816,10,7,3,2019
11-Jul-19,719.450012,723.5,709.599976,721.5,643.208435,6252688,11,7,3,2019
12-Jul-19,722.5,730.599976,719.599976,726.75,647.888855,7874441,12,7,3,2019
15-Jul-19,763,781.650024,754.200012,779.349976,694.781067,31064152,15,7,3,2019
16-Jul-19,777,787.799988,776,784.849976,699.684204,9924322,16,7,3,2019
17-Jul-19,783.900024,795,776.75,794.150024,707.975037,6754348,17,7,3,2019
18-Jul-19,789.049988,798.5,786.200012,792.700012,706.682434,6534471,18,7,3,2019
19-Jul-19,788.700012,794.5,781.25,785.400024,700.174561,6812754,19,7,3,2019
22-Jul-19,785.950012,792,782.049988,784.400024,699.28302,7107151,22,7,3,2019
23-Jul-19,787,804,785.549988,790.049988,704.319885,10782564,23,7,3,2019
24-Jul-19,788,793.75,783.599976,786.299988,700.976868,5745146,24,7,3,2019
25-Jul-19,788.25,800.200012,787.650024,794.5,708.287109,9773568,25,7,3,2019
26-Jul-19,792.299988,795,782.200012,787,701.600891,4941763,26,7,3,2019
29-Jul-19,789.5,796.950012,786.200012,791.450012,705.567993,6244316,29,7,3,2019
30-Jul-19,791.900024,797.799988,788.549988,792.700012,706.682434,8673253,30,7,3,2019
31-Jul-19,790.849976,799.799988,781.599976,793.650024,707.529358,7350584,31,7,3,2019
01-Aug-19,786.450012,788.400024,764.400024,768.849976,685.42041,10066407,1,8,3,2019
02-Aug-19,765.049988,779.900024,762.25,775.599976,691.437988,10838336,2,8,3,2019
05-Aug-19,772.599976,785.900024,768.650024,776.700012,692.418579,9976238,5,8,3,2019
06-Aug-19,778.799988,783.700012,769.799988,774.450012,690.41272,9331718,6,8,3,2019
07-Aug-19,778.900024,783.450012,772.349976,776.099976,691.883667,5130457,7,8,3,2019
08-Aug-19,782.700012,792.75,781.25,788.75,703.161011,8009009,8,8,3,2019
09-Aug-19,792,796.75,784.799988,789.849976,704.141541,4362520,9,8,3,2019
13-Aug-19,784.150024,786,760.150024,764.75,681.76532,7517099,13,8,3,2019
14-Aug-19,775.099976,778.25,768,774.799988,690.724792,5940968,14,8,3,2019
16-Aug-19,780,780.049988,762.5,774.549988,690.501831,5128088,16,8,3,2019
19-Aug-19,775.599976,783,773.349976,777.650024,693.265503,3881451,19,8,3,2019
20-Aug-19,785.200012,798,783.849976,792.75,706.72699,8435344,20,8,3,2019
21-Aug-19,793,803.75,793,799.450012,712.699951,5926896,21,8,3,2019
22-Aug-19,799.900024,801.299988,792.349976,795.700012,709.356812,5222488,22,8,3,2019
23-Aug-19,796.450012,809.950012,795.799988,802.200012,715.15155,6895015,23,8,3,2019
26-Aug-19,795.900024,806.799988,786.900024,802.549988,715.463623,5412074,26,8,3,2019
27-Aug-19,791,794.950012,781.099976,784.650024,699.50592,16061642,27,8,3,2019
28-Aug-19,787.400024,805,786.299988,802.5,715.419006,5881134,28,8,3,2019
29-Aug-19,795.5,809.700012,795.5,806.950012,719.386047,7830413,29,8,3,2019
30-Aug-19,810,817.349976,802,814.900024,726.473389,8174186,30,8,3,2019
03-Sep-19,815,822.400024,812.049988,814.25,725.894043,5647088,3,9,3,2019
04-Sep-19,810.75,822.450012,810.25,821.299988,732.178833,6199015,4,9,3,2019
05-Sep-19,830.099976,837.5,826.650024,834.049988,743.545349,7926895,5,9,3,2019
06-Sep-19,843.299988,847,835.049988,840.150024,748.983459,6106841,6,9,3,2019
09-Sep-19,836.799988,840.299988,827.549988,829.099976,739.132507,4377870,9,9,3,2019
11-Sep-19,822.299988,828.549988,814.150024,820.099976,731.109131,7981036,11,9,3,2019
12-Sep-19,816.400024,819.849976,810.849976,816.400024,727.810608,4400017,12,9,3,2019
13-Sep-19,818.099976,831.049988,817.5,829.299988,739.31073,4832021,13,9,3,2019
16-Sep-19,832.049988,837.950012,820.549988,827.700012,737.884399,4846496,16,9,3,2019
17-Sep-19,831.5,835,820.549988,831.25,741.049194,5540901,17,9,3,2019
18-Sep-19,829.900024,832.950012,824,829.849976,739.801147,3199389,18,9,3,2019
19-Sep-19,824.849976,827,815.200012,820.700012,731.644043,6601607,19,9,3,2019
20-Sep-19,822.900024,835,802,805,717.647766,22462366,20,9,3,2019
23-Sep-19,806.900024,806.900024,741.900024,764.349976,681.40863,17279260,23,9,3,2019
24-Sep-19,765,798.650024,765,794.049988,707.885925,13717998,24,9,3,2019
25-Sep-19,787.700012,801,781.650024,792.650024,706.637817,9313576,25,9,3,2019
26-Sep-19,787.75,797,778.099976,782.549988,697.633728,18442824,26,9,3,2019
27-Sep-19,787.049988,794.25,780.099976,782.200012,697.321777,5087642,27,9,3,2019
30-Sep-19,785.099976,808,784.150024,805.650024,718.227173,8178091,30,9,3,2019
01-Oct-19,807,807.549988,791.549988,793.549988,707.440125,5881438,1,10,4,2019
03-Oct-19,792.549988,797.849976,784.150024,785.599976,700.352905,5497672,3,10,4,2019
04-Oct-19,790,797.599976,787.049988,793.450012,707.351013,8201713,4,10,4,2019
07-Oct-19,794.849976,802,786.099976,789.549988,703.874207,3679845,7,10,4,2019
09-Oct-19,795.450012,795.900024,778.799988,783.650024,698.614502,6335025,9,10,4,2019
10-Oct-19,785.400024,794.700012,776.599976,783.049988,698.079529,10402917,10,10,4,2019
11-Oct-19,781.5,823.799988,776.599976,814.799988,726.384216,20636344,11,10,4,2019
14-Oct-19,786.75,797,780,786.099976,700.798462,15150858,14,10,4,2019
15-Oct-19,773.099976,775.950012,765,768.299988,684.930054,13762133,15,10,4,2019
16-Oct-19,765.25,775.950012,761.549988,771.450012,687.738281,10767032,16,10,4,2019
17-Oct-19,767,770.549988,765.099976,769.5,685.999878,9860495,17,10,4,2019
18-Oct-19,763.799988,773.799988,760,767.849976,684.528931,10037200,18,10,4,2019
22-Oct-19,691.099976,691.099976,638.349976,643.549988,579.757324,90152532,22,10,4,2019
23-Oct-19,630,656.650024,615.099976,650.599976,593.486084,60516887,23,10,4,2019
24-Oct-19,650,653.200012,632,635.349976,579.574829,25666433,24,10,4,2019
25-Oct-19,647,652.5,636,637.450012,581.490479,16549337,25,10,4,2019
27-Oct-19,651.099976,652.5,645.549988,648.849976,591.889648,2945281,27,10,4,2019
29-Oct-19,651,653.75,647,650.650024,593.531738,16709764,29,10,4,2019
30-Oct-19,660.400024,671.400024,656.200012,660.599976,602.608215,22879467,30,10,4,2019
31-Oct-19,668.400024,695.450012,666.099976,685.599976,625.413574,27405901,31,10,4,2019
01-Nov-19,690,694,682.599976,687.900024,627.511658,9713519,1,11,4,2019
04-Nov-19,681.799988,732.5,678.150024,709,646.759277,29381982,4,11,4,2019
05-Nov-19,708.75,708.75,691.5,696.099976,634.99176,12897805,5,11,4,2019
06-Nov-19,695.799988,721.5,692,712.299988,649.769714,21372589,6,11,4,2019
07-Nov-19,717,724.349976,712.099976,720.099976,656.884888,13733737,7,11,4,2019
08-Nov-19,722,724.25,705.5,708.150024,645.984009,8585630,8,11,4,2019
11-Nov-19,698.900024,707.200012,698,704.400024,642.563171,6951494,11,11,4,2019
13-Nov-19,696.5,700,687.75,691.349976,630.658691,9973690,13,11,4,2019
14-Nov-19,696.349976,709.799988,696.349976,705.299988,643.384155,10539902,14,11,4,2019
15-Nov-19,709.049988,712.950012,702.299988,703.900024,642.107178,7362623,15,11,4,2019
18-Nov-19,705,710,699.299988,705.200012,643.292908,7490916,18,11,4,2019
19-Nov-19,709.900024,714,705,712.849976,650.271301,6495885,19,11,4,2019
20-Nov-19,712.799988,715,705,713,650.408264,6142171,20,11,4,2019
21-Nov-19,715.5,721.450012,710.5,713.25,650.63623,9692973,21,11,4,2019
22-Nov-19,711.75,712,685.099976,693.200012,632.346436,14415826,22,11,4,2019
25-Nov-19,693.349976,705.150024,693.200012,698.099976,636.816162,7334511,25,11,4,2019
26-Nov-19,705,707.25,686,690.599976,629.974548,27253106,26,11,4,2019
27-Nov-19,694.25,697.650024,690.099976,695.75,634.672546,3861635,27,11,4,2019
28-Nov-19,699.099976,703.349976,694.049988,701.849976,640.237,4837683,28,11,4,2019
29-Nov-19,700.900024,702.299988,691.549988,696.349976,635.219849,4262379,29,11,4,2019
02-Dec-19,703.099976,704,690.299988,692.700012,631.89032,9383736,2,12,4,2019
03-Dec-19,692.700012,699.700012,688.549988,698.349976,637.044312,5239013,3,12,4,2019
04-Dec-19,697,710.5,693.349976,708.849976,646.62262,7427886,4,12,4,2019
05-Dec-19,706.450012,715.900024,703.799988,714.849976,652.095825,4814422,5,12,4,2019
06-Dec-19,715.950012,720,709.599976,715.099976,652.323853,5226096,6,12,4,2019
09-Dec-19,716,722.349976,714.25,717.25,654.285156,6435865,9,12,4,2019
10-Dec-19,713,718.5,710,714.549988,651.822144,4457939,10,12,4,2019
11-Dec-19,716.599976,722.700012,713,721.049988,657.751587,6043554,11,12,4,2019
12-Dec-19,718.5,720.700012,699.549988,702.099976,640.465088,11112042,12,12,4,2019
13-Dec-19,700.349976,712.900024,700.349976,711.299988,648.857422,10302412,13,12,4,2019
16-Dec-19,712.299988,720.200012,710.200012,714,651.320435,5616324,16,12,4,2019
17-Dec-19,719.700012,731.25,715,729.700012,665.642151,10525565,17,12,4,2019
18-Dec-19,731,737.299988,722.75,732.450012,668.150757,12215295,18,12,4,2019
19-Dec-19,733.5,735.950012,724.599976,730.849976,666.691223,7199210,19,12,4,2019
20-Dec-19,731,735,728.25,731.549988,667.329712,7794167,20,12,4,2019
23-Dec-19,732.150024,737.299988,731.650024,736,671.389099,4975608,23,12,4,2019
24-Dec-19,736.950012,736.950012,728.299988,733.400024,669.017395,2890759,24,12,4,2019
26-Dec-19,732,734.549988,726.549988,728.950012,664.958069,3821806,26,12,4,2019
27-Dec-19,729.75,737.5,728.849976,736.950012,672.255798,3399094,27,12,4,2019
30-Dec-19,736.099976,737.950012,727.25,732.900024,668.561279,5368416,30,12,4,2019
31-Dec-19,729.700012,737.75,725.450012,731.150024,666.964905,6927885,31,12,4,2019
01-Jan-20,735,740,732.549988,736.849976,672.164429,2112415,1,1,1,2020
02-Jan-20,738.900024,740.799988,730.900024,734.700012,670.203247,5658200,2,1,1,2020
03-Jan-20,733.900024,748,733.900024,746,680.511292,7882938,3,1,1,2020
06-Jan-20,746.099976,753.799988,736.5,738.849976,673.988892,6519403,6,1,1,2020
07-Jan-20,738,742.599976,725.099976,727.900024,664.000183,7899363,7,1,1,2020
08-Jan-20,724.950012,729,708.299988,718.200012,655.151733,8639443,8,1,1,2020
09-Jan-20,721.700012,731.5,714.299988,727.549988,663.680969,13521186,9,1,1,2020
10-Jan-20,740.450012,742.900024,730.5,738.150024,673.350403,9341405,10,1,1,2020
13-Jan-20,760,777.5,755,773.549988,705.642761,36952038,13,1,1,2020
14-Jan-20,769.950012,776.950012,767.200012,775.650024,707.55835,11414418,14,1,1,2020
15-Jan-20,773.849976,773.849976,762.150024,767.549988,700.169434,6047430,15,1,1,2020
16-Jan-20,770.700012,772.5,760.25,767,699.667725,5740586,16,1,1,2020
17-Jan-20,770.700012,772.900024,762.25,767.849976,700.443115,3762957,17,1,1,2020
20-Jan-20,771.599976,774.400024,762.950012,768.450012,700.990479,3887680,20,1,1,2020
21-Jan-20,768.450012,770.5,760.75,762.5,695.562805,4448374,21,1,1,2020
22-Jan-20,768.450012,778,766,770.200012,702.586914,9733935,22,1,1,2020
23-Jan-20,777.099976,785.5,776.700012,784.349976,715.494568,12528017,23,1,1,2020
24-Jan-20,775.75,786.5,773.599976,782.75,714.035156,7540490,24,1,1,2020
27-Jan-20,779.049988,784.799988,774.400024,778.099976,709.793335,3741610,27,1,1,2020
28-Jan-20,781,781.799988,772,778,709.702087,5121009,28,1,1,2020
29-Jan-20,786.599976,792.799988,784.25,789.700012,720.375,6832757,29,1,1,2020
30-Jan-20,789.700012,789.700012,778,780.700012,712.165161,3859680,30,1,1,2020
31-Jan-20,780.549988,784.950012,771.599976,775.950012,707.832031,6092028,31,1,1,2020
03-Feb-20,782,790.950012,764.5,767.400024,700.032654,6416745,3,2,1,2020
04-Feb-20,770.099976,789.900024,770.099976,787.849976,718.687439,5771311,4,2,1,2020
05-Feb-20,781,786,774.400024,784.549988,715.677063,6310409,5,2,1,2020
06-Feb-20,784.349976,786.799988,770,771.349976,703.635864,7341622,6,2,1,2020
07-Feb-20,775.950012,778.849976,771,777.299988,709.063599,2853344,7,2,1,2020
10-Feb-20,774,778,769.75,773.200012,705.323486,3827682,10,2,1,2020
11-Feb-20,779,779.099976,769.200012,773.549988,705.642761,4312817,11,2,1,2020
12-Feb-20,775.799988,783.25,775.099976,781.049988,712.484375,2948825,12,2,1,2020
13-Feb-20,785,794,782.200012,792.25,722.701111,4387430,13,2,1,2020
14-Feb-20,794.5,799.200012,784.599976,786.450012,717.410339,5321680,14,2,1,2020
17-Feb-20,790.299988,793.450012,783.299988,789.450012,720.147034,2929629,17,2,1,2020
18-Feb-20,785,799.049988,783.650024,797.650024,727.627075,5083346,18,2,1,2020
19-Feb-20,800,804.849976,796.150024,800.450012,730.181335,3985192,19,2,1,2020
20-Feb-20,803.25,806.099976,793.849976,797,727.034119,4564569,20,2,1,2020
24-Feb-20,800.099976,811.599976,792.150024,795.849976,725.985107,6627536,24,2,1,2020
25-Feb-20,799,806,795.400024,798.400024,728.311218,6996695,25,2,1,2020
26-Feb-20,793.950012,801.450012,780.5,782.75,714.035156,8760569,26,2,1,2020
27-Feb-20,778,780.75,772.200012,777.849976,709.565186,5223386,27,2,1,2020
28-Feb-20,750,756.799988,722.049988,731.700012,667.466675,14123957,28,2,1,2020
02-Mar-20,737,765.900024,733.75,741.049988,675.995789,9821523,2,3,1,2020
03-Mar-20,755,759,741.25,747,681.423462,7826587,3,3,1,2020
04-Mar-20,753.900024,761.5,745.549988,758.75,692.141968,11013444,4,3,1,2020
05-Mar-20,763.75,773.549988,751.75,754.599976,688.356323,7755293,5,3,1,2020
06-Mar-20,741,744,729.099976,738.950012,674.0802,9216022,6,3,1,2020
09-Mar-20,724.5,725.849976,697,704.450012,642.608765,10308654,9,3,1,2020
11-Mar-20,690.650024,695.950012,669.049988,686,625.778442,16165009,11,3,1,2020
12-Mar-20,668,670,627.5,631.200012,575.789185,13965574,12,3,1,2020
13-Mar-20,592,667,570,642.349976,585.960327,16903113,13,3,1,2020
16-Mar-20,622,622.150024,580,583.150024,531.957275,19140152,16,3,1,2020
17-Mar-20,588.099976,592,550,554.950012,506.23291,16059887,17,3,1,2020
18-Mar-20,568,578,528,534.299988,487.39563,15390183,18,3,1,2020
19-Mar-20,509.25,558,509.25,545.549988,497.65802,16583991,19,3,1,2020
20-Mar-20,549.5,617.450012,548,585.200012,533.827332,21354894,20,3,1,2020
23-Mar-20,540,560.950012,515.900024,526.450012,480.234802,17146150,23,3,1,2020
24-Mar-20,522,601.150024,522,589.799988,538.02356,20027097,24,3,1,2020
25-Mar-20,597,635,565.700012,606.200012,552.983765,18339548,25,3,1,2020
26-Mar-20,615,650.849976,612.099976,643,586.553284,14843813,26,3,1,2020
27-Mar-20,665.049988,674.900024,642.25,652.700012,595.401855,13495283,27,3,1,2020
30-Mar-20,625.099976,663.5,621.099976,626.700012,571.684143,14624804,30,3,1,2020
31-Mar-20,650,662,633.700012,641.5,585.184937,15175521,31,3,1,2020
01-Apr-20,634.349976,637.5,594,602.799988,549.882324,13083824,1,4,2,2020
03-Apr-20,603.5,606,582.150024,585.700012,534.283386,10221655,3,4,2,2020
07-Apr-20,615,644.25,612.900024,639,582.904419,15145605,7,4,2,2020
08-Apr-20,630,655.650024,626.349976,631.599976,576.153931,11806896,8,4,2,2020
09-Apr-20,646.799988,652.799988,632.099976,636.25,580.395874,11931114,9,4,2,2020
13-Apr-20,629,651.700012,626.049988,637.400024,581.444885,8330276,13,4,2,2020
15-Apr-20,651.400024,653.299988,635.599976,639.049988,582.950012,11963447,15,4,2,2020
16-Apr-20,619.950012,634.900024,603.5,623.849976,569.084351,17783287,16,4,2,2020
17-Apr-20,644,646,626,628.75,573.55426,8878320,17,4,2,2020
20-Apr-20,640,661,639,653.299988,595.949036,13322913,20,4,2,2020
21-Apr-20,627.799988,646.5,627.799988,633.200012,577.613586,11660575,21,4,2,2020
22-Apr-20,633.200012,645,628.049988,641.849976,585.504211,8266728,22,4,2,2020
23-Apr-20,647.049988,683.650024,638.099976,679.299988,619.666626,14451289,23,4,2,2020
24-Apr-20,668.549988,675,654.799988,658,600.236511,7319940,24,4,2,2020
27-Apr-20,661.049988,681,661.049988,664.599976,606.257019,7183306,27,4,2,2020
28-Apr-20,673,677,653.049988,660.700012,602.699524,7296571,28,4,2,2020
29-Apr-20,666,682,658,676.549988,617.15802,8639056,29,4,2,2020
30-Apr-20,700,720,698.099976,715.5,652.688721,16253821,30,4,2,2020
04-May-20,689.799988,701.200012,670.349976,673.700012,614.558105,9122740,4,5,2,2020
05-May-20,681.75,685.599976,670,673.700012,614.558105,6393053,5,5,2,2020
06-May-20,676.900024,681.450012,664.049988,665.900024,607.442993,7934250,6,5,2,2020
07-May-20,665.549988,674.349976,662.450012,664.950012,606.576416,4779548,7,5,2,2020
08-May-20,672.25,680.900024,668.5,674.200012,615.014282,8400321,8,5,2,2020
11-May-20,682.5,698.549988,678,682.900024,622.9505,7370186,11,5,2,2020
12-May-20,678.5,691,675.5,687.650024,627.28363,7356039,12,5,2,2020
13-May-20,694.799988,699.900024,683.75,694.150024,633.213013,8287101,13,5,2,2020
14-May-20,659,671.75,652.599976,658.150024,600.373291,16888262,14,5,2,2020
15-May-20,664.799988,664.799988,646.700012,652.299988,595.036865,9255353,15,5,2,2020
18-May-20,659.849976,670.549988,653,663.900024,605.61853,10435442,18,5,2,2020
19-May-20,664,674.799988,655,668.599976,609.906006,5902208,19,5,2,2020
20-May-20,668.5,673,659.650024,669.549988,610.772522,5794636,20,5,2,2020
21-May-20,666.5,679.450012,665.400024,672.200012,613.18988,7213225,21,5,2,2020
22-May-20,675,695.849976,673.5,692.349976,631.570923,11867731,22,5,2,2020
26-May-20,693,699.450012,679,680.549988,620.806946,7099606,26,5,2,2020
27-May-20,686.049988,709.200012,675,705.450012,643.520996,8774636,27,5,2,2020
28-May-20,707,710,690,707.400024,645.299805,9440091,28,5,2,2020
29-May-20,692.5,700.799988,674.950012,691,638.919739,28290128,29,5,2,2020
01-Jun-20,698.75,706.650024,691.5,699.549988,646.825439,12276438,1,6,2,2020
02-Jun-20,700.5,711.650024,697.549988,708.099976,654.731079,7059304,2,6,2,2020
03-Jun-20,710.700012,711.900024,696,701.549988,648.674683,11378568,3,6,2,2020
04-Jun-20,702,709.450012,697.5,707.75,654.407532,10782424,4,6,2,2020
05-Jun-20,707,711.700012,700.599976,703.549988,650.524048,7718679,5,6,2,2020
08-Jun-20,707.650024,725.799988,704,720.849976,666.520081,10719105,8,6,2,2020
09-Jun-20,720,729.599976,715.049988,717.599976,663.515015,10078029,9,6,2,2020
10-Jun-20,715,719.450012,709.200012,715.849976,661.896912,7263049,10,6,2,2020
11-Jun-20,712,713.400024,700.25,703.950012,650.89386,8825715,11,6,2,2020
